item_no,series,product_name,material,size,packing,gross_weight,cbm,pdf_page,image,confidence
090300,Screwdrivers Series,UISEUP,,,48/12,9.5,0.031,45,images/p045_c0_0.png,high
090301,Screwdrivers Series,SL1.4 SL2.0 SL2.4 SL3.0 PHO PH1,,,48/12,12,0.033,45,images/p045_c1_2.png,high
040601,Electrician Series,ELECTRICIANSERIES,CORROSION RESISTANT STAINLESS STEEL CASING,,,18.2,0.11,46,images/p046_c2_4.png,high
040602,Electrician Series,ELECTRICIANSERIES,CORROSION RESISTANT STAINLESS STEEL CASING,,,18.7,0.11,46,images/p046_c2_4.png,high
040603,Electrician Series,ELECTRICIANSERIES,CORROSION RESISTANT STAINLESS STEEL CASING,,,19.3,0.11,46,images/p046_c2_4.png,high
040605,Electrician Series,Industrial,CORROSION RESISTANT STAINLESS STEEL CASING,,,20,0.136,46,images/p046_c0_1.png,high
040606,Electrician Series,Industrial,CORROSION RESISTANT STAINLESS STEEL CASING,,,22.2,0.136,46,images/p046_c0_1.png,high
040801,Electrician Series,"[3] SIMPLE OPERATION, EASY TO COMPLETE WELDING WORK",,1.0MM*100G(60%),60/10,7.9,0.028,46,images/p046_c1_3.png,high
040802,Electrician Series,"[3] SIMPLE OPERATION, EASY TO COMPLETE WELDING WORK",,1.6MM*200G(60%),60/10,13.9,0.028,46,images/p046_c1_3.png,high
040803,Electrician Series,"[3] SIMPLE OPERATION, EASY TO COMPLETE WELDING WORK",,1.6MM*200G(70%),120/20,13.9,0.015,46,images/p046_c1_3.png,high
040805,Electrician Series,INDUSTRIAL,,0.8mm/5KG,,22,0.024,46,images/p046_c2_5.png,high
040806,Electrician Series,INDUSTRIAL,,0.8mm/1KG,,20,0.024,46,images/p046_c2_5.png,high
040904,Electrician Series,Industrial,,,96/12,,0.041,46,images/p046_c0_0.png,high
040905,Electrician Series,THE SCREWIDRIVER WITH IMIAGNETLEASY TO ATTRACT SMALL SCEWS THE ROD MADE CF,"HIGH QUALITY CR-V STEEL,HIGH HARONESS,ERGONOMIC DESIGN,BEAUTIFULAND DURABLE",,120/12,13.5,0.033,46,images/p046_c1_2.png,high
010501,Electrician Series,Industrial,,8°/200MM,,19.1,0.045,47,images/p047_c1_2.png,high
010502,Electrician Series,Industrial,,"8""/200MM",72/12,17.3,0.039,47,images/p047_c2_4.png,high
010503,Electrician Series,65Mn,ALLOY STEEL PP+TPR HANDLE,"7""/175MM",,15,0.037,47,images/p047_c0_1.png,high
010504,Electrician Series,Industrial,ALLOY STEEL PP+TPR HANDLE,7°/175MM,48/6,,0.047,47,images/p047_c1_3.png,high
010505,Electrician Series,Industrial,ALLOY STEEL PP+TPR HANDLE,180MM,40/10,17,0.046,47,images/p047_c2_5.png,high
040604,Electrician Series,"[3] SIMPLE OPERATION, EASY TO COMPLETE WELDING WORK",,0.8-2MM/80W,48/12,17.5,0.02,47,images/p047_c0_0.png,high
010506,Electrician Series,Industrial,,0.2-6MM,,15,0.042,48,images/p048_c0_0.png,high
020201,Electrician Series,Cable Cutter,Cr-V,6°/150MM,120/6,25.7,0.059,48,images/p048_c2_4.png,high
020202,Electrician Series,Cable Cutter,Cr-V,8°/200MM,60/6,17.2,0.039,48,images/p048_c2_4.png,high
020203,Electrician Series,Cable Cutter,Cr-V,"10""/250MM",60/6,20.5,0.04,48,images/p048_c2_4.png,high
020218,Electrician Series,INDUSTRIAL,,"18""/450MM",,12,0.053,48,images/p048_c0_1.png,high
020224,Electrician Series,INDUSTRIAL,,"24""/600MM",,10,0.043,48,images/p048_c0_1.png,high
020232,Electrician Series,INDUSTRIAL,,"32""/800MM",,12.6,0.052,48,images/p048_c0_1.png,high
020236,Electrician Series,INDUSTRIAL,,"36""/900MM",,12.7,0.054,48,images/p048_c0_1.png,high
020242,Electrician Series,INDUSTRIAL,,"42""/1050MM",,10,0.056,48,images/p048_c0_1.png,high
040401,Electrician Series,WISEP,,7'/175MM,,22,0.045,48,images/p048_c1_2.png,high
041001,Electrician Series,ARTSENNE CE,,,30/5,,0.03,48,images/p048_c1_3.png,high
041002,Electrician Series,HTEUCETROECEP,,,,15,0.06,48,images/p048_c2_5.png,high
040501,Electrician Series,WGOUP,,,,17,0.14,49,images/p049_c0_1.png,high
040502,Electrician Series,Glue Gun,,,36/12,16.5,0.133,49,images/p049_c1_3.png,high
040503,Electrician Series,Glue Gun,,,,11.2,0.09,49,images/p049_c2_5.png,high
041003,Electrician Series,ISEUP,,,,16,0.06,49,images/p049_c0_0.png,high
041004,Electrician Series,AC 600A,,,,12,0.051,49,images/p049_c1_2.png,high
041101,Electrician Series,Glue Stick,,11°200MM,,50,0.033,49,images/p049_c2_4.png,high
050901,Electrician Series,4 Blades,Cr-V,18X100MM,,17,0.069,50,images/p050_c0_1.png,high
050930,Electrician Series,Metal Scraper,Cr-V,"12""/300MM",60/10,16.3,0.126,50,images/p050_c2_4.png,high
050960,Electrician Series,Metal Scraper,Cr-V,"24""/600MM",,21,0.126,50,images/p050_c2_4.png,high
100601,Electrician Series,ElectricianKnife,Cr-V,7'/175MM,,16.6,0.041,50,images/p050_c2_5.png,high
100602,Electrician Series,UISEU,,"7""/175MM",,16.6,0.041,50,images/p050_c1_3.png,high
140101,Electrician Series,WISEUE,,,,17,0.041,50,images/p050_c0_0.png,high
140102,Electrician Series,Electric Welding Pliers,Copper,,48/1,17,0.03,50,images/p050_c1_2.png,high
140103,Electrician Series,300A,,,36/1,18,0.034,50,images/p050_c1_2.png,high
140104,Electrician Series,500A,,,36/1,20,0.04,50,images/p050_c1_2.png,high
100101,Electrician Series,5Blades,,19MM,,13,0.069,51,images/p051_c0_0.png,high
100103,Electrician Series,3Blades,,0.5MM,240/12,24,0.089,51,images/p051_c1_2.png,high
100104,Electrician Series,3 Blades,,19MM,120/12,14,0.05,51,images/p051_c2_4.png,high
100106,Electrician Series,3 Blades,,18X0.5MM,,14,0.053,51,images/p051_c0_1.png,high
100107,Electrician Series,3Blades,Cr-V,18X0.5MM,,15,0.053,51,images/p051_c1_3.png,high
100108,Electrician Series,6Blades,,19X61X0.5MM,,16,0.059,51,images/p051_c2_5.png,high
050902,Cutting Tool Series,BERCRRHE TYFE,,50X20MM,,7.5,0.052,52,images/p052_c0_1.png,high
100109,Cutting Tool Series,4 Blades,,19X61X0.6MM,72/12,11.5,0.052,52,images/p052_c0_0.png,high
100110,Cutting Tool Series,4 Blades,,19X61X0.6MM,72/6,12.5,0.065,52,images/p052_c1_2.png,high
100111,Cutting Tool Series,Utility Knife,Cr-V,9X0.4MM,1200/300,20,0.038,52,images/p052_c2_4.png,high
100112,Cutting Tool Series,Sk-5,,25*1.0MM,96/12,18,0.062,52,images/p052_c1_3.png,high
100501,Cutting Tool Series,Glass Cutter,Alloy Steel,"7""/175MM",,24.5,0.059,52,images/p052_c2_5.png,high
100801,Pipe Cutting Knife Series,PIPECUTTINGKNIFESERIES,Cr-V,36MM,72/12,16,0.042,53,images/p053_c0_0.png,high
100802,Pipe Cutting Knife Series,,Cr-V,42MM,48/6,18,0.047,53,images/p053_c1_2.png,low
100803,Pipe Cutting Knife Series,,Cr-V,42MM,36/6,,0.049,53,images/p053_c2_4.png,low
100804,Pipe Cutting Knife Series,PIPECUTTINGKNIFESERIES,Cr-V,63MM,72/6,19,0.055,53,images/p053_c0_1.png,high
100810,Pipe Cutting Knife Series,Tube Cutter,Cr-V,3-32MM,,14,0.046,53,images/p053_c1_3.png,high
100811,Pipe Cutting Knife Series,Tube Cutter,Cr-V,3-22MM,,12,0.032,53,images/p053_c2_5.png,high
011508,Clamping Series,INDUSTRIAL,,"9""/230MM",,12.6,0.058,54,images/p054_c0_0.png,high
011702,Clamping Series,TNDUSTRIAL,,"2""50MM",72/12,18,0.016,54,images/p054_c2_4.png,high
011703,Clamping Series,TNDUSTRIAL,,"3"" 75MM",36/6,18,0.016,54,images/p054_c2_4.png,high
011704,Clamping Series,TNDUSTRIAL,,"4""/100MM",32/8,18,0.016,54,images/p054_c2_4.png,high
011705,Clamping Series,TNDUSTRIAL,,"5""/125MM",,18,0.016,54,images/p054_c2_4.png,high
011706,Clamping Series,TNDUSTRIAL,,"6""/150MM",12/6,18,0.016,54,images/p054_c2_4.png,high
011804,Clamping Series,Replaceable,Steel Jaws,"4""/100MM",4/1,26.5,0.03,54,images/p054_c2_5.png,high
011805,Clamping Series,Replaceable,Steel Jaws,"5""/125MM",2/1,16,0.02,54,images/p054_c2_5.png,high
011806,Clamping Series,Replaceable,Steel Jaws,"6""/150MM",2/1,21.5,0.033,54,images/p054_c2_5.png,high
011808,Clamping Series,Replaceable,Steel Jaws,"8""/200MM",,18.5,0.022,54,images/p054_c2_5.png,high
100812,Clamping Series,INDUSTRIAL,,25-75MM,10/1,21,0.023,54,images/p054_c1_2.png,high
140106,Clamping Series,Earth Clamp,,,,18,0.075,54,images/p054_c0_1.png,high
140107,Clamping Series,Earth Clamp,,,,18,0.049,54,images/p054_c1_3.png,high
011710,Rivet Gun Series,Suite of iqual material or different thickness in right angles,,"3""/75MM",72/12,18,0.016,55,images/p055_c2_4.png,high
011713,Rivet Gun Series,ANGLE FOR,,,24/6,21,0.089,55,images/p055_c1_2.png,high
011812,Rivet Gun Series,INDUSTRIAL,,10-80MM,6/1,27,0.03,55,images/p055_c0_0.png,high
011813,Rivet Gun Series,INDUSTRIAL,,15-100MM,4/1,29,0.029,55,images/p055_c0_0.png,high
012301,Rivet Gun Series,F-Clamp,Cr-V,50*150MM,,13.5,0.017,55,images/p055_c0_1.png,high
012302,Rivet Gun Series,F-Clamp,Cr-V,50*250MM,,15.9,0.02,55,images/p055_c0_1.png,high
012303,Rivet Gun Series,F-Clamp,Cr-V,80*300MM,,30,0.018,55,images/p055_c0_1.png,high
012304,Rivet Gun Series,F-Clamp,Cr-V,120*300MM,,20,0.025,55,images/p055_c0_1.png,high
012305,Rivet Gun Series,F-Clamp,Cr-V,120*500MM,,10,0.016,55,images/p055_c0_1.png,high
012306,Rivet Gun Series,F-Clamp,Cr-V,120*800MM,,9.3,0.02,55,images/p055_c0_1.png,high
012401,Rivet Gun Series,INDUSTRIAL,,50X150MM,,18,0.016,55,images/p055_c1_3.png,high
012402,Rivet Gun Series,INDUSTRIAL,,50X250MM,,18,0.016,55,images/p055_c1_3.png,high
012403,Rivet Gun Series,INDUSTRIAL,,80X300MM,20/10,18,0.016,55,images/p055_c1_3.png,high
012404,Rivet Gun Series,INDUSTRIAL,,120X300MM,12/6,18,0.016,55,images/p055_c1_3.png,high
012405,Rivet Gun Series,INDUSTRIAL,,120X500MM,10/5,18,0.016,55,images/p055_c1_3.png,high
012406,Rivet Gun Series,INDUSTRIAL,,120X800MM,8/4,18,0.016,55,images/p055_c1_3.png,high
121201,Rivet Gun Series,Industrial,,"3""-25LBS",72/6,25,0.024,55,images/p055_c2_5.png,high
121202,Rivet Gun Series,Industrial,,4'-50LBS,36/6,25,0.019,55,images/p055_c2_5.png,high
121203,Rivet Gun Series,Industrial,,,18/6,21,0.021,55,images/p055_c2_5.png,high
011711,Glue Gun Series,INOUSTRIAL,,2X70MM,,16,0.016,56,images/p056_c1_3.png,high
011712,Glue Gun Series,INDUSTRIAL,,,,21,0.1,56,images/p056_c2_5.png,high
012101,Glue Gun Series,INDUSTRIAL,,,12/3,21,0.07,56,images/p056_c1_2.png,high
012106,Glue Gun Series,Quick Ratchet Bar Clamp,,"6""X63MM",,15,0.033,56,images/p056_c0_0.png,high
012112,Glue Gun Series,Quick Ratchet Bar Clamp,,"12""X63MM",,16,0.046,56,images/p056_c0_0.png,high
012118,Glue Gun Series,Quick Ratchet Bar Clamp,,"18""X63MM",,17,0.06,56,images/p056_c0_0.png,high
012124,Glue Gun Series,Quick Ratchet Bar Clamp,,"24""/175MM",12/6,15,0.037,56,images/p056_c0_0.png,high
012200,Glue Gun Series,INDUSTRIAL,,"3""/4""/6""",,21,0.08,56,images/p056_c0_1.png,high
012204,Glue Gun Series,Spring Clamp,,4°/100MM,,16,0.038,56,images/p056_c2_4.png,high
012206,Glue Gun Series,Spring Clamp,,6°/150MM,,15,0.079,56,images/p056_c2_4.png,high
012209,Glue Gun Series,Spring Clamp,,"9""/255MM",,,0.1,56,images/p056_c2_4.png,high
120101,Glue Gun Series,URSCUD,,"11""/280MM",24/6,,0.052,57,images/p057_c0_0.png,high
120102,Glue Gun Series,MSCUP,,"11""/280MM",24/6,18,0.043,57,images/p057_c1_2.png,high
120103,Glue Gun Series,Hand Riveter,,10/250MM,36/6,19,0.062,57,images/p057_c2_4.png,high
120104,Glue Gun Series,Hand Riveter,,10.5'/265MM,36/6,22.8,0.066,57,images/p057_c0_1.png,high
120105,Glue Gun Series,Hand Riveter,,32°/800MM,,16.8,0.019,57,images/p057_c2_5.png,high
120107,Glue Gun Series,URSCUP,,8°/200MM,,18,0.036,57,images/p057_c1_3.png,high
064101,Glue Gun Series,Grease Gun,,,,16.2,0.05,58,images/p058_c0_1.png,high
064102,Glue Gun Series,uiscup,,,20/1,24,0.065,58,images/p058_c1_3.png,high
120106,Glue Gun Series,Hand Riveter,,11/280MM,16/1,22.8,,58,images/p058_c0_0.png,high
120108,Glue Gun Series,Hand Nut Riveter,,"14""/400MM",6/1,15,0.061,58,images/p058_c1_2.png,high
120109,Glue Gun Series,Double Lever Rivet Gun,,18*/450MM,,17.6,0.054,58,images/p058_c2_4.png,high
064325,Glue Gun Series,2*LONGER LIFE,,25MM,10/1,15,0.099,59,images/p059_c2_5.png,high
064332,Glue Gun Series,2*LONGER LIFE,,32MM,10/1,16,0.111,59,images/p059_c2_5.png,high
120501,Glue Gun Series,Caulking Gun,,"9""/225MM",,18.1,,59,images/p059_c0_0.png,high
120503,Glue Gun Series,Caulking Gun,,"9""/225MM",,13,0.034,59,images/p059_c1_2.png,high
120505,Glue Gun Series,Caulking Gun,,"9""/225MM",,11,0.024,59,images/p059_c2_4.png,high
120506,Glue Gun Series,Caulking Gun,,"9""/225MM",,20.5,0.086,59,images/p059_c0_1.png,high
120507,Glue Gun Series,Caulking Gun,,"g""/225MM",24/2,15.6,0.087,59,images/p059_c1_3.png,high
120508,Glue Gun Series,Caulking Gun,,"15""/375MM",24/2,19.9,0.132,59,images/p059_c1_3.png,high
063701,Spray Gun Series,Oil Pot,,,,14,0.098,61,images/p061_c0_0.png,high
120401,Spray Gun Series,400ml,,1.5MM,30/1,16.7,0.085,61,images/p061_c1_2.png,high
120402,Spray Gun Series,WISCUP,,1.5MM,,18.8,0.1,61,images/p061_c2_4.png,high
120403,Spray Gun Series,WISCUP,,1.4MM,,16.2,0.11,61,images/p061_c0_1.png,high
120404,Spray Gun Series,600ml,,1.4MM,20/1,14.7,0.08,61,images/p061_c1_3.png,high
120405,Spray Gun Series,600CC,,1.5MM,20/1,15,0.074,61,images/p061_c2_5.png,high
064003,Spray Gun Series,Air Blow Gun Kit,,,96/12,16.5,0.051,62,images/p062_c0_1.png,high
120406,Spray Gun Series,750CC,,1.5MM,,16,0.074,62,images/p062_c0_0.png,high
120407,Spray Gun Series,100CC,,0.5MM,40/1,22,0.057,62,images/p062_c1_2.png,high
120408,Spray Gun Series,1000CC,,1.8MM,,,0.05,62,images/p062_c2_4.png,high
120509,Spray Gun Series,Foam Gun,,,40/2,12,0.051,62,images/p062_c1_3.png,high
120510,Spray Gun Series,No-Clean Foam Gun,,,28/1,030,0.084,62,images/p062_c2_5.png,high
050601,Decoration Series,Wooden Trowel,Carbon Steel,280*120*0.7,60/12,21.5,0.08,63,images/p063_c0_0.png,high
050602,Decoration Series,Wooden Trowel,Carbon Steel,280*120*0.7,60/12,21.5,0.08,63,images/p063_c1_2.png,high
050603,Decoration Series,Plastering Trowel,Stainless Steel,130*300*0.7,60/12,24,0.1,63,images/p063_c2_4.png,high
050604,Decoration Series,Plastering Trowel,Stainless Steel,130*300*0.7,60/12,24,0.1,63,images/p063_c0_1.png,high
050605,Decoration Series,Plastering Trowel,Carbon Steel,280*120*0.7,60/12,19,0.084,63,images/p063_c1_3.png,high
050606,Decoration Series,Plastering Trowel,Carbon Steel,280*120*0.8,60/12,18,0.084,63,images/p063_c2_5.png,high
050607,Decoration Series,Plastering Trowel,Stainless Steel,28X12CM,60/12,21.5,0.08,64,images/p064_c0_0.png,high
050608,Decoration Series,Plastering Trowel,Stainless Steel,28X12CM,60/12,21.5,0.08,64,images/p064_c1_2.png,high
050801,Decoration Series,useup,,"160MM6""",48/12,10.5,0.036,64,images/p064_c0_1.png,high
050802,Decoration Series,useup,,"180MM 7""",48/12,11,0.036,64,images/p064_c0_1.png,high
050803,Decoration Series,useup,,"200MM 8""",48/12,12.5,0.036,64,images/p064_c0_1.png,high
050804,Decoration Series,useup,,"225MM g""",48/12,13,0.036,64,images/p064_c0_1.png,high
050805,Decoration Series,Bricklaying Trowel,Steel,"160MM 6""",48/12,13,0.026,64,images/p064_c1_3.png,high
050806,Decoration Series,Bricklaying Trowel,Steel,"180MM 7""",48/12,15,0.034,64,images/p064_c1_3.png,high
050807,Decoration Series,Bricklaying Trowel,Steel,"200MM 8""",48/12,17,0.038,64,images/p064_c1_3.png,high
050808,Decoration Series,Bricklaying Trowel,Steel,"225MM 9""",48/12,,0.044,64,images/p064_c1_3.png,high
050809,Decoration Series,Bricklaying Trowel,Steel,"160MM 6""",48/12,11.5,0.049,64,images/p064_c2_5.png,high
050810,Decoration Series,Bricklaying Trowel,Steel,"180MM 7""",48/12,12.3,0.049,64,images/p064_c2_5.png,high
050811,Decoration Series,Bricklaying Trowel,Steel,"200MM 8""",48/12,13.5,0.049,64,images/p064_c2_5.png,high
050812,Decoration Series,Bricklaying Trowel,Steel,"225MM 9""",48/12,14.5,0.049,64,images/p064_c2_5.png,high
050813,Decoration Series,Bricklaying Trowel,Steel,"160MM 6""",48/12,14,0.056,64,images/p064_c2_4.png,high
050814,Decoration Series,Bricklaying Trowel,Steel,180MM 7,48/12,15.3,0.056,64,images/p064_c2_4.png,high
050815,Decoration Series,Bricklaying Trowel,Steel,"200MM 8""",48/12,17,0.056,64,images/p064_c2_4.png,high
050816,Decoration Series,Bricklaying Trowel,Steel,"220MM 9""",48/12,19.2,0.056,64,images/p064_c2_4.png,high
050703,Decoration Series,Putty Knife,Stainless Steel,"2""",,21,0.048,65,images/p065_c1_2.png,high
050704,Decoration Series,Putty Knife,Stainless Steel,"2.5""",,22,0.048,65,images/p065_c1_2.png,high
050705,Decoration Series,Putty Knife,Stainless Steel,"3""",,23.5,0.048,65,images/p065_c1_2.png,high
050707,Decoration Series,Putty Knife,Stainless Steel,"4""",,26,0.058,65,images/p065_c1_2.png,high
050708,Decoration Series,Putty Knife,Stainless Steel,"5""",,29,0.058,65,images/p065_c1_2.png,high
050709,Decoration Series,Putty Knife,Stainless Steel,"6""",,31.5,0.068,65,images/p065_c1_2.png,high
050712,Decoration Series,Putty Knife,Stainless Steel,"2""",,18.5,0.025,65,images/p065_c0_0.png,high
050713,Decoration Series,Putty Knife,Stainless Steel,"2.5""",240/12,19,0.025,65,images/p065_c0_0.png,high
050714,Decoration Series,Putty Knife,Stainless Steel,"3""",240/12,20,0.03,65,images/p065_c0_0.png,high
050716,Decoration Series,Putty Knife,Stainless Steel,"4""",240/12,24.5,0.04,65,images/p065_c0_0.png,high
050717,Decoration Series,Putty Knife,Stainless Steel,"5""",,26,0.04,65,images/p065_c0_0.png,high
050718,Decoration Series,Putty Knife,Stainless Steel,"6""",240/12,29,0.0413,65,images/p065_c0_0.png,high
050719,Decoration Series,Scraper,Stainless Steel,100MM,,12,0.035,65,images/p065_c2_4.png,high
050720,Decoration Series,Scraper,Stainless Steel,120MM,96/12,12.8,0.035,65,images/p065_c2_4.png,high
050721,Decoration Series,Scraper,Stainless Steel,140MM,96/12,13.6,0.04,65,images/p065_c2_4.png,high
050722,Decoration Series,Scraper,Stainless Steel,160MM,,15.2,0.046,65,images/p065_c2_4.png,high
050723,Decoration Series,Scraper,Stainless Steel,180MM,,16,0.053,65,images/p065_c2_4.png,high
050724,Decoration Series,Scraper,Stainless Steel,200MM,,17.6,0.057,65,images/p065_c2_4.png,high
050725,Decoration Series,Scraper,Stainless Steel,220MM,96/12,18.2,0.062,65,images/p065_c2_4.png,high
050726,Decoration Series,Scraper,Stainless Steel,240MM,,20.8,0.073,65,images/p065_c2_4.png,high
150401,Decoration Series,6600LB / 3000KGS,,"2""/50MM*10M",,20,0.042,65,images/p065_c0_1.png,high
150402,Decoration Series,11000LB / 5000KGS,,"2""50MM*10M",5/1,11,0.022,65,images/p065_c1_3.png,high
150406,Decoration Series,Tow Rope,,"2""/50MM*5M",,2.35,0.022,65,images/p065_c2_5.png,high
064201,Jack Series,wIscup,,,,,0.0126,66,images/p066_c0_1.png,high
064203,Jack Series,HEIGHT,,,10/1,23,0.029,66,images/p066_c1_3.png,high
064204,Jack Series,HEIGHT,,,5/1,13.6,0.017,66,images/p066_c1_3.png,high
064205,Jack Series,HEIGHT,,,5/1,19.7,0.023,66,images/p066_c1_3.png,high
064206,Jack Series,HEIGHT,,,4/1,25.4,0.028,66,images/p066_c1_3.png,high
064207,Jack Series,HEIGHT,,,2/1,15.4,0.015,66,images/p066_c1_3.png,high
064208,Jack Series,HEIGHT,,,2/1,20.3,0.019,66,images/p066_c1_3.png,high
064209,Jack Series,HEIGHT,,,,18.8,0.01,66,images/p066_c1_3.png,high
064220,Jack Series,HEIGHT,,,,14.2,0.014,66,images/p066_c2_5.png,high
064221,Jack Series,HEIGHT,,,,16.5,0.018,66,images/p066_c2_5.png,high
064222,Jack Series,HEIGHT,,,,21,0.017,66,images/p066_c2_5.png,high
064223,Jack Series,HEIGHT,,,,14.8,0.011,66,images/p066_c2_5.png,high
064224,Jack Series,HEIGHT,,,,19.8,0.015,66,images/p066_c2_5.png,high
064225,Jack Series,HEIGHT,,,,23.1,0.019,66,images/p066_c2_5.png,high
064226,Jack Series,HEIGHT,,,,21,0.014,66,images/p066_c2_5.png,high
064601,Jack Series,Booster Cable,,,10/1,11.6,0.029,66,images/p066_c2_4.png,high
064602,Jack Series,500AMP,,,10/1,20.8,0.05,66,images/p066_c2_4.png,high
150412,Jack Series,600KGS/1320LBS,,,10/1,15,0.023,66,images/p066_c1_2.png,high
150414,Jack Series,2PC*25MIM6M,,4PC*25MM6M,5/1,18,0.02,66,images/p066_c1_2.png,high
150420,Jack Series,Bungee Cord,Core 100% Rubber,2PC*8MM*60CM,,13,0.019,66,images/p066_c0_0.png,high
150421,Jack Series,Bungee Cord,Core 100% Rubber,2PC*8MM*100CM,,12.4,0.024,66,images/p066_c0_0.png,high
063901,Jack Series,WSEUPN,,43MM*570MM,10/5,9.3,0.013,67,images/p067_c1_3.png,high
063904,Jack Series,"FRANCE, AND THE US",,38*600MM,,9.3,0.013,67,images/p067_c2_5.png,high
064210,Jack Series,Jacks Stand,,,4/1,21,0.068,67,images/p067_c0_1.png,high
064211,Jack Series,Jacks Stand,,,2/1,20,0.07,67,images/p067_c0_1.png,high
064230,Jack Series,UISEUP,,,,33,0.062,67,images/p067_c1_2.png,high
064231,Jack Series,RISING RANGE 140-465MIM,,,,24.7,0.052,67,images/p067_c2_4.png,high
064235,Jack Series,Scissor Jacks,,,10/1,17.2,0.033,67,images/p067_c0_0.png,high
064236,Jack Series,Scissor Jacks,,,10/1,21.2,0.042,67,images/p067_c0_0.png,high
064237,Jack Series,1.5T,,,10/1,24.5,0.053,67,images/p067_c0_0.png,high
063902,Auto Repair Series,"FRANCE, AND THE US",,26°280MM,48/6,9.3,0.013,68,images/p068_c0_0.png,high
063903,Auto Repair Series,Foot Pump,,46*160MM,,48,0.013,68,images/p068_c1_2.png,high
064501,Auto Repair Series,uccuP,,"40""",,3.8,0.045,68,images/p068_c0_1.png,high
064505,Auto Repair Series,Auto Repair And Beauty Stool,,45X33X64CM,,6.4,0.046,68,images/p068_c2_5.png,high
064506,Auto Repair Series,360 DEGREE ROTATING COMFORTABLE LEATHER SEAT,,120MM,,5.8,0.024,68,images/p068_c1_3.png,high
150110,Auto Repair Series,Three Tray Tools Cart,IRON360°WHEEL,72*35*5CM,,13,0.05,68,images/p068_c2_4.png,high
063501,Auto Repair Series,Tire Pressure Gun,,,50/10,20.8,0.106,69,images/p069_c0_0.png,high
063502,Auto Repair Series,Tire Pressure Gun,,,40/10,23,0.084,69,images/p069_c1_2.png,high
120201,Auto Repair Series,12-5M,,,24/6,18,0.04,69,images/p069_c2_5.png,high
120202,Auto Repair Series,WISCUP,,,,17.5,0.037,69,images/p069_c0_1.png,high
120203,Auto Repair Series,1B-16VN,,,,23,0.054,69,images/p069_c1_3.png,high
120204,Auto Repair Series,1 Way,,,,17.5,0.037,69,images/p069_c2_4.png,high
060701,Decoration Series,Two Jaws Gear Puller,Cr-V,3'75MM,,10.5,0.04,70,images/p070_c2_5.png,high
060702,Decoration Series,Two Jaws Gear Puller,Cr-V,4'/100MM,,19.5,0.055,70,images/p070_c2_5.png,high
060703,Decoration Series,Two Jaws Gear Puller,Cr-V,6°/150MM,12/1,24.5,0.065,70,images/p070_c2_5.png,high
121501,Decoration Series,120BOXS,,1.2*8*11.3MM,,14.9,0.012,70,images/p070_c0_0.png,high
121502,Decoration Series,200BOXS,,0.7*8*11.3MM,,14.5,0.013,70,images/p070_c1_2.png,high
121503,Decoration Series,120BOXS,,1.2*12*6.3MM,,15.9,0.012,70,images/p070_c2_4.png,high
121504,Decoration Series,120BOXS,,1.2*10*2MM,,10.3,0.013,70,images/p070_c0_1.png,high
130301,Decoration Series,WISCUP,,"4""*3""*2""",,19,0.0355,70,images/p070_c1_3.png,high
130302,Decoration Series,WISCUP,,"5""*3*2.5""",,28.5,0.0355,70,images/p070_c1_3.png,high
060707,Decoration Series,Three Jaws Gear Puller,Cr-V,3'/75MM,,13.5,0.052,71,images/p071_c0_0.png,high
060708,Decoration Series,Three Jaws Gear Puller,Cr-V,4'/100MM,10/1,13,0.033,71,images/p071_c0_0.png,high
060709,Decoration Series,Three Jaws Gear Puller,Cr-V,6°/150MM,6/1,17,0.038,71,images/p071_c0_0.png,high
060713,Decoration Series,MISEUP,,90*100MM,,20,0.017,71,images/p071_c1_2.png,high
060714,Decoration Series,MISEUP,,130*100MM,,25,0.025,71,images/p071_c1_2.png,high
060715,Decoration Series,MISEUP,,160*150MM,6/1,18,0.015,71,images/p071_c1_2.png,high
140801,Decoration Series,INDUSTRIAL,,,,11,0.07,71,images/p071_c2_4.png,high
140802,Decoration Series,INDUSTRIAL,,,,11,0.051,71,images/p071_c0_1.png,high
140803,Decoration Series,Cotton/polyester,,10°/250MM,,13.5,0.068,71,images/p071_c1_3.png,high
140804,Decoration Series,INDUSTRIAL,,,,11,0.052,71,images/p071_c2_5.png,high
140701,Labor Protection Series,OCEX,,"10.5""/265MM",,31,0.067,72,images/p072_c1_3.png,high
140702,Labor Protection Series,Cowhide,,14°/350MM,,25,0.067,72,images/p072_c2_5.png,high
140805,Labor Protection Series,INDUSTRIAL,,,,11,0.052,72,images/p072_c0_0.png,high
140806,Labor Protection Series,INDUSTRIAL,,"9""/L",,11,0.052,72,images/p072_c1_2.png,high
140807,Labor Protection Series,INDUSTRIAL,,"11""/XL",,,0.052,72,images/p072_c2_4.png,high
140808,Labor Protection Series,INDUSTRIAL,,"11""/XL",,11,0.052,72,images/p072_c0_1.png,high
140203,Labor Protection Series,Welding Goggle,,,,13,0.114,73,images/p073_c1_3.png,high
140206,Labor Protection Series,Safety Glasses,,,96/24,,0.076,73,images/p073_c1_2.png,high
140207,Labor Protection Series,Safety Goggle,,,96/24,,0.076,73,images/p073_c2_4.png,high
140208,Labor Protection Series,Safety Glasses,,,,10,0.08,73,images/p073_c0_1.png,high
140306,Labor Protection Series,FaceshieldVisor,,,,13.5,0.12,73,images/p073_c2_5.png,high
